source,target,weight
25073877,964658316021587970,15.0
25073877,816736590412337158,13.0
282098746,7744592,12.0
236487888,631816995,12.0
785287888833548289,818446043629101056,12.0
25073877,1083467443647979521,11.0
25073877,1505915954,9.0
25073877,992870137240764417,9.0
2353605901,1505915954,8.0
25073877,4872993094,8.0
2771588954,29270341,8.0
1083467443647979521,11134252,8.0
2228878592,1131542859902083072,8.0
25073877,1196133331433394177,8.0
259001548,1505915954,7.0
2865907814,326098537,7.0
967797299391983616,818446043629101056,7.0
1505915954,729676086632656900,7.0
2540607781,939091,7.0
1073047860260814848,839132575310430208,7.0
1083467443647979521,729676086632656900,7.0
330553026,59862199,6.0
797127998164107264,34860936,6.0
857472736725155844,34860936,6.0
1073047860260814848,2300454984,6.0
900894056728940545,1172545640360022019,6.0
878980172342579200,1110304448868433920,6.0
25073877,936858992,6.0
857472736725155844,3885806474,6.0
25073877,822215673812119553,5.0
25073877,3353061012,5.0
849448663546040320,939091,5.0
236487888,1086976130819809280,5.0
1434240264,939091,5.0
2228878592,1172589774235938816,5.0
800570658929262592,129264927,5.0
857472736725155844,1000075108491382784,5.0
1505915954,11134252,5.0
839132575310430208,818446043629101056,5.0
779742611628175360,34860936,4.0
24970656,919667724535648262,4.0
24970656,817825066993860608,4.0
236487888,839132575310430208,4.0
967027984426242053,357232722,4.0
1505915954,3353061012,4.0
2771588954,1044296977859538944,4.0
1382330306,34860936,4.0
830886553123700736,34860936,4.0
65497475,34860936,4.0
216776631,947964830358622209,4.0
2228878592,21563711,4.0
216776631,1148756502934540289,4.0
3827654235,818446043629101056,4.0
25073877,22203756,4.0
357606935,437171587,4.0
954845161309253632,3353061012,4.0
22307579,939091,4.0
236487888,742736402102652929,4.0
967027984426242053,752037810,4.0
282098746,2501984838,4.0
707253890299744256,41634520,4.0
967027984426242053,962320061036933120,4.0
1505915954,25202268,4.0
325164172,830886553123700736,4.0
2228878592,2500055300,4.0
25073877,1070785811396919297,4.0
134971995,17919393,4.0
4872993094,931286316,4.0
2865907814,4751330773,4.0
779742611628175360,45592950,4.0
939091,52416576,4.0
45592950,797127998164107264,4.0
22307579,65497475,4.0
931286316,774699551764525056,4.0
325164172,65497475,4.0
45592950,15731757,4.0
786179658,857472736725155844,3.0
236487888,2323448533,3.0
939091,754455561417089024,3.0
25073877,774699551764525056,3.0
20640982,17204460,3.0
236487888,3827654235,3.0
236487888,895332348270661632,3.0
820352025271468032,63514682,3.0
800570658929262592,3017400805,3.0
216776631,521996289,3.0
18266688,1070785811396919297,3.0
760293057929420803,992870137240764417,3.0
967027984426242053,2230551446,3.0
617266600,4771610420,3.0
2228878592,1164013468854431744,3.0
949934436,313037820,3.0
832102581111382016,939091,3.0
857472736725155844,3224321133,3.0
895332348270661632,14247236,3.0
2228878592,408875175,3.0
259001548,4872993094,3.0
25073877,707253890299744256,3.0
357606935,631816995,3.0
349115430,734768872625188864,3.0
2500055300,21258337,3.0
1210594819497549825,15115280,3.0
3141672447,802584787,3.0
2353605901,1127683471592296448,3.0
25073877,1139976128456617984,3.0
2228878592,1139976128456617984,3.0
954845161309253632,817382752731463680,3.0
3885806474,818446043629101056,3.0
1210594819497549825,402888514,3.0
25073877,454447505,3.0
3191478638,47471027,3.0
50124767,286476728,3.0
216776631,858136801537556480,3.0
246590464,4081106480,3.0
839132575310430208,65497475,3.0
967797299391983616,65497475,3.0
3074932775,1110304448868433920,3.0
839132575310430208,1382330306,3.0
803774148338188289,1009577803304656896,3.0
839132575310430208,1009577803304656896,3.0
25073877,25436570,3.0
3827654235,1009577803304656896,3.0
3885806474,212391284,3.0
2865907814,1123329338,3.0
1000075108491382784,321774180,3.0
818446043629101056,1164356807776702465,3.0
325164172,864487498935787520,3.0
65497475,862435303881023488,3.0
758859209614041088,838976832,3.0
23318036,755057200901398528,3.0
800570658929262592,2655144752,3.0
857472736725155844,4560567675,3.0
402091536,34860936,2.0
454513795,996859430900727808,2.0
752248514,2655144752,2.0
2176138431,111664523,2.0
1169665468715716608,34860936,2.0
25073877,34916539,2.0
17642747,4560567675,2.0
797127998164107264,4560567675,2.0
738786290313920513,32517688,2.0
967027984426242053,534630009,2.0
3827654235,857472736725155844,2.0
1219807037304885249,857472736725155844,2.0
236487888,1099701111416442880,2.0
357606935,485376798,2.0
964658316021587970,91882544,2.0
25073877,91882544,2.0
43014978,786179658,2.0
2918212191,4917550806,2.0
1651208408,1172545640360022019,2.0
357606935,1612071392,2.0
25073877,4165642155,2.0
3003886063,34860936,2.0
967027984426242053,2389738746,2.0
2865907814,4771610420,2.0
865602530574688257,63013144,2.0
467726691,755057200901398528,2.0
20640982,755057200901398528,2.0
477012156,888053122962149380,2.0
1049171,2217145184,2.0
27952164,14185317,2.0
4872993094,534023,2.0
1640929196,45592950,2.0
27282113,1164356807776702465,2.0
846801440706351104,1164356807776702465,2.0
236487888,1164356807776702465,2.0
138168339,881564280180531200,2.0
134971995,136550204,2.0
1214683688694427648,136550204,2.0
939091,16475267,2.0
918302785011093504,4459642286,2.0
43014978,34860936,2.0
24970656,29270341,2.0
366498596,29270341,2.0
760293057929420803,799111347111751680,2.0
975448388,7860902,2.0
402888514,809963614249619456,2.0
831319111414210560,216065430,2.0
2502938032,216065430,2.0
22307579,1640929196,2.0
325164172,1640929196,2.0
837420063351259140,1640929196,2.0
24970656,1640929196,2.0
900894056728940545,36807657,2.0
45592950,864487498935787520,2.0
1210594819497549825,864487498935787520,2.0
24970656,4482329417,2.0
839132575310430208,1204026067855519744,2.0
802584787,14372270,2.0
402091536,45592950,2.0
4459642286,45592950,2.0
75063842,45592950,2.0
43014978,45592950,2.0
399178595,45592950,2.0
1122623265673891840,40735297,2.0
467726691,26642006,2.0
940409602155282432,960285302899298304,2.0
2230551446,3058713120,2.0
1078457644736827392,4459642286,2.0
27493883,20640982,2.0
1000075108491382784,36807657,2.0
3885806474,36807657,2.0
3224321133,36807657,2.0
939091,29270341,2.0
978864793477054465,954845161309253632,2.0
4165642155,954845161309253632,2.0
1139976128456617984,2155027064,2.0
30626499,4270724112,2.0
1649395076,23318036,2.0
29073978,1106501,2.0
25073877,715044396,2.0
3885806474,753367570669903873,2.0
63218422,753367570669903873,2.0
1073047860260814848,2502938032,2.0
22307579,4486093643,2.0
3074932775,26306441,2.0
829191420103766016,108977933,2.0
967027984426242053,24970656,2.0
967027984426242053,3383116294,2.0
385162111,809586511331074048,2.0
16582131,1080807139,2.0
34093672,1080807139,2.0
1505915954,778763106289758208,2.0
811215353183424513,15115280,2.0
216776631,2559436158,2.0
24970656,829191420103766016,2.0
1110304448868433920,1382330306,2.0
3224321133,1382330306,2.0
22203756,729676086632656900,2.0
707253890299744256,729676086632656900,2.0
24970656,18320938,2.0
326098537,18320938,2.0
22307579,1075121162743676928,2.0
1078741623197048832,1075121162743676928,2.0
1000075108491382784,166329578,2.0
800570658929262592,4870478255,2.0
2470055959,1009577803304656896,2.0
203649189,1009577803304656896,2.0
325164172,1009577803304656896,2.0
2574904722,1009577803304656896,2.0
3074932775,1009577803304656896,2.0
884026348515115008,15115280,2.0
75063842,785287888833548289,2.0
1434240264,1523891821,2.0
774699551764525056,389512058,2.0
1000075108491382784,38029205,2.0
52416576,212391284,2.0
884026348515115008,212391284,2.0
754455561417089024,1080807139,2.0
1086976130819809280,1080807139,2.0
727614725882662912,1080807139,2.0
865602530574688257,1080807139,2.0
20640982,823992170768121857,2.0
885661050,802584787,2.0
2470055959,23554832,2.0
357606935,1123329338,2.0
839132575310430208,1685873604,2.0
967797299391983616,1685873604,2.0
3827654235,1685873604,2.0
774699551764525056,27995424,2.0
65497475,1153872343275622402,2.0
408875175,21258337,2.0
216776631,3316346737,2.0
164679813,2750799759,2.0
1001254470800424960,11134252,2.0
4872993094,11134252,2.0
347627434,11134252,2.0
884026348515115008,1009577803304656896,2.0
839132575310430208,18509967,2.0
325164172,18509967,2.0
2574904722,18509967,2.0
408875175,292565344,2.0
1127683471592296448,3981225735,2.0
1317738854,212445456,2.0
477012156,727840825661661184,2.0
785287888833548289,65497475,2.0
3074932775,65497475,2.0
785287888833548289,115129636,2.0
1127683471592296448,11134252,2.0
162301746,11134252,2.0
707253890299744256,11134252,2.0
884026348515115008,818446043629101056,2.0
803774148338188289,818446043629101056,2.0
3017400805,818446043629101056,2.0
408875175,1071931879538884608,2.0
18266688,964658316021587970,2.0
341194704,714949505720823808,2.0
4917550806,1100182336132579329,2.0
3224321133,65497475,2.0
786179658,65497475,2.0
121965768,65497475,2.0
203649189,65497475,2.0
3383116294,65497475,2.0
21059255,785287888833548289,2.0
18266688,1127683471592296448,2.0
818893114979061761,52416576,2.0
1044296977859538944,29270341,2.0
216776631,828444718392627202,2.0
25073877,379690254,2.0
3017400805,927751333247111168,2.0
25073877,61015562,2.0
216065430,964549422645424128,2.0
1078457644736827392,51241418,2.0
4165642155,964658316021587970,2.0
2178932921,27943005,2.0
19038210,27943005,2.0
1210594819497549825,27943005,2.0
15771723,755057897583804416,2.0
2918212191,755057897583804416,2.0
939091,797932204168876032,2.0
33537967,797932204168876032,2.0
2228878592,158414847,2.0
1083467443647979521,4081106480,2.0
15455253,4081106480,2.0
1505915954,3530404094,2.0
1110304448868433920,739844197935644672,2.0
4872993094,940409602155282432,2.0
216776631,945012234215755776,2.0
857472736725155844,803774148338188289,2.0
2977031254,803774148338188289,2.0
357232722,2323448533,2.0
804758133113397248,2323448533,2.0
857472736725155844,1110304448868433920,2.0
900894056728940545,797127998164107264,2.0
1121521087945162752,353432348,2.0
964658316021587970,1108472017144201216,2.0
15115280,483605396,2.0
945012234215755776,1022225378054569984,2.0
3141672447,1022225378054569984,2.0
1466174058,30288543,2.0
1110304448868433920,20800248,2.0
895332348270661632,799010005655633922,2.0
878980172342579200,1000075108491382784,2.0
75063842,1000075108491382784,2.0
1073047860260814848,1214683688694427648,2.0
21059255,1214683688694427648,2.0
967027984426242053,1214683688694427648,2.0
33537967,754455561417089024,2.0
1073047860260814848,754455561417089024,2.0
471677441,754455561417089024,2.0
967027984426242053,754455561417089024,2.0
829816396469194752,839132575310430208,2.0
123281100,839132575310430208,2.0
1089233982422577152,1068285150641995776,2.0
885661050,1068285150641995776,2.0
216776631,1068285150641995776,2.0
802584787,2918212191,2.0
3141672447,2918212191,2.0
3128563494,12354832,2.0
939091,4071896566,2.0
617266600,4071896566,2.0
1218605146462216193,33537967,2.0
2905369549,467726691,2.0
1286506538,467726691,2.0
849448663546040320,467726691,2.0
978864793477054465,158286198,2.0
796899745889402880,158286198,2.0
216776631,68752979,2.0
22307579,220863206,2.0
846801440706351104,169472184,2.0
236487888,169472184,2.0
992870137240764417,817158775610179584,2.0
1078457644736827392,817825066993860608,2.0
1169665468715716608,1000075108491382784,2.0
939091,313037820,2.0
934500442364559360,3885806474,2.0
43014978,3885806474,2.0
954845161309253632,528999980,2.0
939091,3188352661,2.0
1034868411354861568,3188352661,2.0
817158775610179584,3353061012,2.0
454513795,3353061012,2.0
707253890299744256,3353061012,2.0
945012234215755776,930882041566068742,2.0
385162111,1041718006747820032,2.0
1099701111416442880,824126001936474113,2.0
4165642155,929072087880421376,2.0
72627916,65728343,2.0
1110304448868433920,1106771843929788419,2.0
216776631,18534077,2.0
326098537,939091,2.0
63218422,939091,2.0
27493883,939091,2.0
25073877,78685709,2.0
803091707361251328,939091,2.0
468097166,939091,2.0
3224321133,939091,2.0
832368258766434304,939091,2.0
1127347059676385280,939091,2.0
1383905040,939091,2.0
896496644656685056,939091,2.0
282098746,939091,2.0
1073047860260814848,895332348270661632,2.0
800570658929262592,16582131,2.0
2389738746,939091,2.0
837420063351259140,3421301013,2.0
244655353,851751855487148032,2.0
477012156,385162111,2.0
967027984426242053,385162111,2.0
24970656,1169665468715716608,2.0
19080151,2300454984,2.0
2470055959,939091,2.0
325164172,939091,2.0
3827654235,939091,2.0
1219807037304885249,939091,2.0
797408396,939091,2.0
823992170768121857,939091,2.0
2750799759,939091,2.0
291336460,939091,2.0
800570658929262592,939091,2.0
34093672,939091,2.0
4459642286,939091,2.0
292083207,880589099140296704,2.0
2865907814,742736402102652929,2.0
281383605,21293089,2.0
829191420103766016,3827654235,2.0
471677441,3827654235,2.0
15771723,326756275,2.0
931286316,814979549503115264,2.0
51241418,269913457,2.0
25073877,63996778,2.0
454099919,895332348270661632,2.0
20640982,969269686130049025,2.0
216776631,80897255,2.0
292929271,1083467443647979521,2.0
2353605901,1083467443647979521,2.0
14839147,1083467443647979521,2.0
349115430,851751855487148032,2.0
1640929196,1148738277735895040,2.0
753367570669903873,1148738277735895040,2.0
2977031254,1148738277735895040,2.0
22307579,61734492,2.0
4872993094,41634520,2.0
967027984426242053,1649395076,2.0
21059255,468097166,2.0
707253890299744256,16740433,2.0
4870478255,357232722,2.0
63013144,2300454984,2.0
20640982,2300454984,2.0
72076895,766719206247108608,2.0
2228878592,832170559,2.0
236487888,2178932921,2.0
1073047860260814848,926859582302928896,2.0
967027984426242053,926859582302928896,2.0
33537967,814979549503115264,2.0
259001548,814979549503115264,2.0
25073877,814979549503115264,2.0
21059255,814979549503115264,2.0
357606935,2905369549,2.0
21059255,2905369549,2.0
727840825661661184,734768872625188864,2.0
33537967,468097166,2.0
216776631,4071896566,2.0
477012156,1078457644736827392,2.0
967027984426242053,2574904722,2.0
1127683471592296448,1091216816,2.0
357606935,1198635975251025924,2.0
900894056728940545,15976705,2.0
1086976130819809280,15976705,2.0
36807657,1148738277735895040,2.0
779476491092434944,1505915954,2.0
162301746,1505915954,2.0
2977031254,900894056728940545,2.0
123281100,900894056728940545,2.0
829191420103766016,3224321133,2.0
216776631,3224321133,2.0
357606935,3224321133,2.0
13900252,1122623265673891840,2.0
967027984426242053,767444621383311360,2.0
21059255,631816995,2.0
471677441,631816995,2.0
16959075,845348489777332229,2.0
357606935,46512964,2.0
21059255,325164172,2.0
357606935,1286506538,2.0
50769180,814979549503115264,2.0
814979549503115264,25202268,2.0
964658316021587970,25202268,2.0
1127683471592296448,25202268,2.0
707253890299744256,25202268,2.0
3885806474,1172545640360022019,2.0
34916539,4872993094,2.0
878247600096509952,4872993094,2.0
4900058284,25645203,2.0
33537967,330553026,2.0
1056234954458193920,2936492047,2.0
2865907814,50124767,2.0
357606935,50124767,2.0
829715365223682048,4771249940,2.0
21059255,1127347059676385280,2.0
236487888,1127347059676385280,2.0
292929271,1505915954,2.0
292929271,2801177472,2.0
113364160,521996289,2.0
810590628727914496,3128563494,2.0
846801440706351104,3128563494,2.0
357606935,3128563494,2.0
16582131,1383905040,2.0
1078457644736827392,1383905040,2.0
357606935,1383905040,2.0
21059255,896496644656685056,2.0
172511244,4872993094,2.0
1095406392662323200,758859209614041088,2.0
1073047860260814848,326098537,2.0
357606935,326098537,2.0
21059255,860654500431880192,2.0
1095406392662323200,279673090,2.0
1083467443647979521,25202268,2.0
341194704,1070785811396919297,2.0
357606935,534630009,2.0
349115430,282098746,2.0
1591400760,282098746,2.0
45399148,282098746,2.0
216776631,2986727763,2.0
967797299391983616,7027112,2.0
24970656,7027112,2.0
829191420103766016,967797299391983616,2.0
21522338,388383447,2.0
3141672447,388383447,2.0
429227921,388383447,2.0
813738086282694656,972180115252752384,2.0
357606935,2470055959,2.0
967027984426242053,1434240264,2.0
26637348,2500055300,2.0
291336460,63013144,2.0
31403779,49698134,2.0
125453969,21495530,2.0
1073047860260814848,2655144752,2.0
881998724720996353,4917550806,2.0
216776631,4917550806,2.0
113364160,4917550806,2.0
20640982,3191478638,2.0
4541535439,3345579826,2.0
1127683471592296448,292929271,2.0
1649395076,235784044,2.0
25073877,1001254470800424960,2.0
3930472251,804758133113397248,2.0
134971995,179732982,2.0
21059255,3191478638,2.0
4872993094,897607805334544388,2.0
15731757,4560567675,2.0
851751855487148032,32517688,2.0
27952164,32517688,2.0
1148738277735895040,1230524319102578688,2.0
22307579,1230524319102578688,2.0
804758133113397248,1230524319102578688,2.0
1148738277735895040,532774390,2.0
489716862,34860936,2.0
2977031254,34860936,2.0
164679813,820352025271468032,2.0
75063842,34860936,2.0
895332348270661632,15770620,2.0
246103,874323410,2.0
1127683471592296448,563712850,2.0
896496644656685056,1080477288955826176,2.0
21059255,534630009,2.0
818893114979061761,34860936,2.0
774699551764525056,25837289,2.0
3353061012,996859430900727808,2.0
15731757,34860936,2.0
818893114979061761,4560567675,2.0
46775436,34860936,2.0
744313625398108160,34860936,2.0
1225147380284018688,34860936,2.0
18509967,34860936,2.0
25073877,259001548,2.0
160244947,27493883,2.0
203649189,15770620,2.0
2800581040,727614725882662912,2.0
1073047860260814848,865602530574688257,2.0
236487888,865602530574688257,2.0
779742611628175360,4560567675,2.0
744313625398108160,4560567675,1.0
26637348,1095406392662323200,1.0
357606935,281383605,1.0
21059255,281383605,1.0
477012156,281383605,1.0
967027984426242053,281383605,1.0
2573480784,2421067430,1.0
25073877,3074932775,1.0
246103,3074932775,1.0
20068679,216776631,1.0
829816396469194752,864442399191420928,1.0
25073877,34860936,1.0
812135885328236551,240760644,1.0
774699551764525056,240760644,1.0
792096589191852033,240760644,1.0
1127683471592296448,240760644,1.0
811215353183424513,46775436,1.0
1001592024254971904,230014111,1.0
703069812050829313,230014111,1.0
16664309,230014111,1.0
802584787,133081348,1.0
221609949,133081348,1.0
752037810,22879254,1.0
3400444895,22879254,1.0
727840825661661184,22879254,1.0
1159058331320901633,1036689453895610370,1.0
261852987,2655144752,1.0
16912124,2655144752,1.0
126901915,2655144752,1.0
27282113,2655144752,1.0
19084896,2655144752,1.0
2176138431,2655144752,1.0
75063842,4560567675,1.0
800570658929262592,121965768,1.0
123281100,121965768,1.0
160244947,121965768,1.0
21059255,121965768,1.0
972180115252752384,1218076646546333696,1.0
126901915,1218076646546333696,1.0
14270650,865602530574688257,1.0
800570658929262592,865602530574688257,1.0
216776631,865602530574688257,1.0
357606935,865602530574688257,1.0
967027984426242053,865602530574688257,1.0
752248514,111664523,1.0
27493883,111664523,1.0
1056234954458193920,230014111,1.0
802584787,230014111,1.0
221609949,230014111,1.0
160244947,4751330773,1.0
357606935,4751330773,1.0
4917550806,742453163098296320,1.0
24127811,742453163098296320,1.0
823998756655861760,742453163098296320,1.0
357606935,849448663546040320,1.0
711408636153561088,849448663546040320,1.0
22879254,727614725882662912,1.0
3421301013,727614725882662912,1.0
1018697824282656768,727614725882662912,1.0
19084896,727614725882662912,1.0
164679813,727614725882662912,1.0
25974425,727614725882662912,1.0
1073047860260814848,727614725882662912,1.0
471677441,727614725882662912,1.0
33537967,121965768,1.0
4459642286,1098382485296173056,1.0
43014978,1098382485296173056,1.0
477012156,1098382485296173056,1.0
25073877,760293057929420803,1.0
16912124,849448663546040320,1.0
2977031254,849448663546040320,1.0
16581604,849448663546040320,1.0
471677441,2655144752,1.0
477012156,2655144752,1.0
967027984426242053,2655144752,1.0
1001592024254971904,194071815,1.0
16664309,194071815,1.0
4751330773,617266600,1.0
437171587,617266600,1.0
1586031511,4751330773,1.0
125453969,4751330773,1.0
327862439,63013144,1.0
72076895,234865212,1.0
27952164,49698134,1.0
818246053468262401,15879633,1.0
2977031254,569526862,1.0
4459642286,569526862,1.0
20640982,569526862,1.0
1078457644736827392,569526862,1.0
16912124,21495530,1.0
800570658929262592,21495530,1.0
126901915,21495530,1.0
477012156,21495530,1.0
3930472251,1098382485296173056,1.0
489716862,1098382485296173056,1.0
454099919,1098382485296173056,1.0
2977031254,1098382485296173056,1.0
125453969,134971995,1.0
216776631,134971995,1.0
949934436,134971995,1.0
212657985,90803598,1.0
811514954159443968,90803598,1.0
2674458072,90803598,1.0
21862217,90803598,1.0
16912124,4771610420,1.0
918302785011093504,4771610420,1.0
454099919,1086976130819809280,1.0
829191420103766016,1086976130819809280,1.0
20640982,1086976130819809280,1.0
1073047860260814848,1086976130819809280,1.0
21059255,1086976130819809280,1.0
3383116294,63013144,1.0
2574904722,63013144,1.0
4900058284,820352025271468032,1.0
357606935,820352025271468032,1.0
477012156,820352025271468032,1.0
1098382485296173056,2833177377,1.0
2470055959,2833177377,1.0
1078457644736827392,2833177377,1.0
626455898,3296142256,1.0
860654500431880192,3296142256,1.0
33537967,2389738746,1.0
454099919,2389738746,1.0
78231411,2389738746,1.0
20640982,2389738746,1.0
2800581040,2389738746,1.0
477012156,2389738746,1.0
49698134,134971995,1.0
860654500431880192,134971995,1.0
1078457644736827392,3191478638,1.0
4900058284,3191478638,1.0
437171587,297632458,1.0
230014111,1089233982422577152,1.0
2457340711,1089233982422577152,1.0
98992586,1089233982422577152,1.0
21612122,3345579826,1.0
23834525,3345579826,1.0
2176138431,3345579826,1.0
2228878592,3345579826,1.0
967027984426242053,3345579826,1.0
22879254,820352025271468032,1.0
2176138431,820352025271468032,1.0
2800581040,820352025271468032,1.0
27493883,820352025271468032,1.0
125453969,820352025271468032,1.0
399178595,828073846011949056,1.0
45399148,828073846011949056,1.0
477012156,828073846011949056,1.0
1086976130819809280,786179658,1.0
2977031254,786179658,1.0
75063842,786179658,1.0
357606935,786179658,1.0
1095406392662323200,742453163098296320,1.0
703069812050829313,742453163098296320,1.0
429227921,4917550806,1.0
761167885720956929,2192887524,1.0
21862217,2192887524,1.0
40907388,2192887524,1.0
385162111,3191478638,1.0
626455898,3191478638,1.0
27282113,3191478638,1.0
489716862,1099701111416442880,1.0
829191420103766016,1099701111416442880,1.0
2977031254,1099701111416442880,1.0
21059255,1099701111416442880,1.0
471677441,1099701111416442880,1.0
727614725882662912,21348880,1.0
260423814,485376798,1.0
125453969,485376798,1.0
4900058284,485376798,1.0
21059255,485376798,1.0
39308549,91882544,1.0
234865212,828073846011949056,1.0
16582131,828073846011949056,1.0
800570658929262592,828073846011949056,1.0
126901915,828073846011949056,1.0
1078457644736827392,828073846011949056,1.0
216776631,534630009,1.0
2573480784,534630009,1.0
1182346921920348161,534630009,1.0
949934436,534630009,1.0
1098382485296173056,857472736725155844,1.0
3074932775,857472736725155844,1.0
4917550806,21522338,1.0
1095406392662323200,21522338,1.0
16582131,63227112,1.0
357606935,63227112,1.0
967027984426242053,63227112,1.0
16497947,13900252,1.0
260423814,13900252,1.0
2865907814,13900252,1.0
21059255,13900252,1.0
63013144,1099701111416442880,1.0
172511244,1070785811396919297,1.0
2353605901,1070785811396919297,1.0
16582131,818870559069048833,1.0
896536097655853059,818870559069048833,1.0
20640982,818870559069048833,1.0
38979357,818870559069048833,1.0
160244947,818870559069048833,1.0
164679813,818870559069048833,1.0
798918201107251201,818870559069048833,1.0
4900058284,818870559069048833,1.0
33537967,534630009,1.0
17717593,534630009,1.0
126901915,534630009,1.0
19084896,534630009,1.0
27493883,534630009,1.0
164679813,534630009,1.0
259001548,936858992,1.0
327862439,14529929,1.0
